ID,Longitud (m),Tiempo (s),g_calculado (m/s²),Planeta más probable,2do más probable,3ro más probable
141ba8fc-3f0e-45b7-8df5-a763df746780,1.23,0.46,11.63,Neptuno,Tierra,Saturno
b803e1c6-4ff6-46b8-af93-eca0506d6f02,0.92,0.41,10.95,Neptuno,Tierra,Saturno
e885bb33-31f1-4157-b738-904f68af5ff7,1.12,0.54,7.68,Urano,Saturno,Tierra
794ec759-dde4-46cb-b579-8abeaca4627b,2.45,0.49,20.41,Júpiter,Neptuno,Tierra
c34648cf-0ffc-4f84-aa6d-1abc752d6450,2.36,0.63,11.89,Neptuno,Tierra,Saturno
28676f8d-707f-43fe-97a1-39ecd4dc7955,0.88,0.55,5.82,Marte,Urano,Saturno
4f51210c-12f3-4858-bdfc-fc44f7c3fef5,2.46,0.43,26.61,Júpiter,Neptuno,Tierra
9d803d50-e8c1-4333-ad63-f5b4af6b7d80,1.93,0.44,19.94,Júpiter,Neptuno,Tierra
2e71d473-7fa4-4446-bc26-fd082fbe9548,2.07,0.51,15.92,Neptuno,Tierra,Saturno
07de7141-a572-4974-8d98-745493b34159,2.44,0.6,13.56,Neptuno,Tierra,Saturno
8b9a187e-0455-479e-a683-b13357ec166f,2.17,0.6,12.06,Neptuno,Tierra,Saturno
0b269ac5-cf48-4ca5-8c78-683abd424262,1.6,0.5,12.8,Neptuno,Tierra,Saturno
78327cf3-6c86-48c3-b87f-8afb7399eac7,1.75,0.46,16.54,Neptuno,Tierra,Saturno
cc366ff9-8713-4e98-a10f-a346dae60b25,2.17,0.56,13.84,Neptuno,Tierra,Saturno
e48ad8cf-2b79-47d5-ad63-1e1e5d26e6f0,2.47,0.61,13.28,Neptuno,Tierra,Saturno
26dcf90e-1e89-4da9-860e-f64567f18a62,1.06,0.64,5.18,Marte,Urano,Saturno
d257d179-a1c5-4d08-9138-59ff9eb109ea,1.43,0.42,16.21,Neptuno,Tierra,Saturno
79061d3c-a8c8-4a63-8fbe-23b317f2fac7,1.15,0.41,13.68,Neptuno,Tierra,Saturno
d055edf0-88be-4f35-a4ad-56a259b25680,2.42,0.44,25.0,Júpiter,Neptuno,Tierra
6acaa1a5-6e5d-4d17-94fe-31e93b3b4d24,1.96,0.59,11.26,Neptuno,Tierra,Saturno
3f4a8880-54d9-45b1-89c0-af06fb10e997,1.81,0.63,9.12,Saturno,Urano,Tierra
288d15f5-e98b-4f94-acd5-bfd0848747a5,1.08,0.64,5.27,Marte,Urano,Saturno
58a53c91-5d27-4914-8c37-e4772bc767ab,2.27,0.49,18.91,Júpiter,Neptuno,Tierra
f81cd23e-8d29-4977-86a0-fcaf10d6cb6d,1.12,0.64,5.47,Marte,Urano,Saturno
6790d14b-fd2a-4e21-81c9-500a1b13a825,2.03,0.67,9.04,Saturno,Urano,Tierra
cd022aee-1770-46b9-8f87-f0b33089eae1,1.73,0.53,12.32,Neptuno,Tierra,Saturno
708417fb-f6d7-4d52-b0e6-61b9c617cf0b,1.1,0.65,5.21,Marte,Urano,Saturno
fd447a9e-83f1-41ca-a5e4-a3dc80c40a61,1.91,0.44,19.73,Júpiter,Neptuno,Tierra
ebd4ecbf-c645-403c-902f-7bf61a6100a9,1.43,0.63,7.21,Urano,Saturno,Tierra
72847f9e-1312-42a4-9dda-d0dbbbd5c8c4,1.98,0.49,16.49,Neptuno,Tierra,Saturno
194666da-c38e-4f81-bd04-6dc52b842238,1.02,0.53,7.26,Urano,Saturno,Tierra
9e72b97d-92ba-4d2d-bb1d-f13216cee7ca,0.9,0.4,11.25,Neptuno,Tierra,Saturno
e6f79ced-30b1-49e4-872b-8584702c5a98,2.24,0.42,25.4,Júpiter,Neptuno,Tierra
2dfb04fe-7be3-49c9-9b7b-3a0e2f9173b0,2.19,0.59,12.58,Neptuno,Tierra,Saturno
59351e01-a9ae-47a6-880d-b356eb1ac14f,1.5,0.66,6.89,Urano,Saturno,Tierra
1482dec1-6d32-4fc1-8993-6e9c2c4fd540,1.78,0.44,18.39,Júpiter,Neptuno,Tierra
9b155d77-9bf7-409e-ae5a-046e93b2cf4a,1.68,0.7,6.86,Urano,Saturno,Tierra
a51b1a84-d1de-4a15-9ea3-f9461d9f65a4,2.47,0.58,14.68,Neptuno,Tierra,Saturno
cc4d2af2-f5f3-46ea-ac76-d150c9aec621,1.56,0.54,10.7,Neptuno,Tierra,Saturno
f8d6364e-d35f-4603-a4d4-db1194413e46,2.45,0.5,19.6,Júpiter,Neptuno,Tierra
4a448126-c784-4055-b99c-387860452a63,2.02,0.46,19.09,Júpiter,Neptuno,Tierra
7cedc52b-eb76-4415-a82b-e43f6fcf6f83,1.32,0.54,9.05,Saturno,Urano,Tierra
b9cbd13f-0853-4f63-8244-c9bf71b0ce15,2.05,0.59,11.78,Neptuno,Tierra,Saturno
0b916a9b-e617-4029-9a52-59fb652d66d7,1.19,0.61,6.4,Urano,Saturno,Marte
d1c65de1-bcdd-44f7-bf3a-fd5aa1da10d1,2.37,0.68,10.25,Tierra,Neptuno,Saturno
ba9762cf-7c20-4fac-9276-928f445d6c8f,2.04,0.41,24.27,Júpiter,Neptuno,Tierra
481366ae-a11f-4ba4-974a-ff253b28e5f2,1.78,0.44,18.39,Júpiter,Neptuno,Tierra
746423da-e3d4-469d-80ed-317ecd083ecc,2.15,0.59,12.35,Neptuno,Tierra,Saturno
df0e1e9c-c019-4179-96ad-cc6805f4d81f,2.34,0.43,25.31,Júpiter,Neptuno,Tierra
1d4dee31-2cde-4332-b3bd-61b800da6783,2.13,0.43,23.04,Júpiter,Neptuno,Tierra
fedf2479-1b69-49ee-b29a-b84eb40c91a7,1.6,0.46,15.12,Neptuno,Tierra,Saturno
0d3f5115-d454-45ce-a7c5-771b8149083b,1.39,0.63,7.0,Urano,Saturno,Tierra
423a5c88-7855-451c-aca5-57ef1c53ffb0,1.37,0.57,8.43,Urano,Saturno,Tierra
27ffa0e6-e4de-48e5-9224-b7115f56638d,2.31,0.59,13.27,Neptuno,Tierra,Saturno
d0e232e2-5158-4fa6-a36b-8f01359d7479,0.82,0.43,8.87,Saturno,Urano,Tierra
3af2ae7f-2090-4175-bde5-44d344188228,2.43,0.47,22.0,Júpiter,Neptuno,Tierra
3c427d3d-4803-4f67-b272-ec6c84c57b8a,1.95,0.56,12.44,Neptuno,Tierra,Saturno
ec3d0b52-011e-43d5-aeb4-0d751336b919,1.83,0.53,13.03,Neptuno,Tierra,Saturno
187a3977-ec97-4390-a433-0e78e75f20cc,2.48,0.48,21.53,Júpiter,Neptuno,Tierra
788d503f-0da5-4140-bde3-614c17414d26,0.95,0.49,7.91,Urano,Saturno,Tierra
bdf385eb-4503-43be-8e6a-e5cb5e876b3e,2.46,0.67,10.96,Neptuno,Tierra,Saturno
00d0c191-be2e-403d-bba0-945f7a779548,1.55,0.7,6.33,Urano,Marte,Saturno
2d95fe41-3dce-451e-87f0-dd1524b6f37b,0.98,0.63,4.94,Marte,Urano,Saturno
e5f6ec04-64b1-48d5-82d6-a5de0447402d,1.29,0.54,8.85,Saturno,Urano,Tierra
677dfffb-0c4e-45d0-bfbb-8e978568ac0c,1.8,0.56,11.48,Neptuno,Tierra,Saturno
674fd258-7f79-49e1-9000-fc641f835c7b,1.17,0.57,7.2,Urano,Saturno,Tierra
68f7c3df-71b7-4421-808a-545ac0f97b48,1.61,0.69,6.76,Urano,Saturno,Tierra
d3c10065-5fd5-4632-85ec-e5f24efe89b2,2.46,0.54,16.87,Neptuno,Tierra,Saturno
004d5b8d-d4bc-47ec-a8f5-fe235d2deb48,1.66,0.48,14.41,Neptuno,Tierra,Saturno
ef042130-9f08-4042-91c5-9f5c0750a5b1,1.24,0.52,9.17,Saturno,Urano,Tierra
5bb8876b-977e-42b3-97e1-2306a8bace4f,1.47,0.42,16.67,Neptuno,Tierra,Saturno
6a08715d-2f69-4dea-a8bd-e795693455db,1.87,0.45,18.47,Júpiter,Neptuno,Tierra
e62425b6-bc24-49dd-b064-f2372b0784ed,0.94,0.5,7.52,Urano,Saturno,Tierra
e18108a9-be70-49f7-bbe2-a9686ddcc0a0,2.47,0.46,23.35,Júpiter,Neptuno,Tierra
17338925-a9fb-4bf2-806c-e04a64cb656c,0.87,0.56,5.55,Marte,Urano,Saturno
85e2b68d-846f-48f6-a0cd-f43bf52815ce,1.65,0.67,7.35,Urano,Saturno,Tierra
819b7f50-978b-4554-82e9-d631d98a4eed,1.88,0.52,13.91,Neptuno,Tierra,Saturno
213249d5-4768-48d6-9a20-b632c479c0d6,2.29,0.63,11.54,Neptuno,Tierra,Saturno
3b410032-bd36-4fc7-8da7-24c97f7266e4,1.58,0.66,7.25,Urano,Saturno,Tierra
a7522c77-dd73-4017-8411-d953beb626bf,2.28,0.42,25.85,Júpiter,Neptuno,Tierra
7e29c00b-9d95-45f9-8271-3f2594ed641f,1.05,0.63,5.29,Marte,Urano,Saturno
d81a2074-15d8-4628-b541-752d02ef98eb,1.36,0.42,15.42,Neptuno,Tierra,Saturno
cc24f5b1-61d3-45df-82ff-7d64468b57ee,1.54,0.67,6.86,Urano,Saturno,Tierra
fe523253-fecf-4e32-b120-0de9300fe5cc,1.35,0.42,15.31,Neptuno,Tierra,Saturno
4b6cef87-a78c-44ab-8089-3c9099d63c4f,0.96,0.59,5.52,Marte,Urano,Saturno
c1f0c545-12e2-4cb5-be8c-efc9ef3676ee,1.58,0.62,8.22,Urano,Saturno,Tierra
30ed4193-9b54-4811-a33b-614e8fb698f6,1.5,0.42,17.01,Neptuno,Tierra,Júpiter
484eed34-dc89-41c3-b434-a922d7b21b7e,2.19,0.52,16.2,Neptuno,Tierra,Saturno
fd81c6f5-7992-4fd5-8ebb-5fcab5ccba68,1.95,0.55,12.89,Neptuno,Tierra,Saturno
4ff51783-9759-4fa9-a1b1-be2985250dc3,0.83,0.53,5.91,Marte,Urano,Saturno
9b8ac6d9-781c-4b5a-86e5-bdfd4a8e5204,1.73,0.61,9.3,Saturno,Tierra,Urano
d5fb3a81-1fbd-4c9f-94d5-35d6d6d6825d,1.76,0.66,8.08,Urano,Saturno,Tierra
641b04c3-4d6f-4d8d-9926-774a79fc204b,2.27,0.46,21.46,Júpiter,Neptuno,Tierra
0e4c2d24-46d9-4a82-ae6a-408c04b73d0e,2.07,0.41,24.63,Júpiter,Neptuno,Tierra
57fc90d5-acc6-46cc-9d3d-d2113573c2a3,1.09,0.67,4.86,Marte,Urano,Saturno
c0704597-2da5-4b60-bcf0-711ca1a5ea33,1.66,0.52,12.28,Neptuno,Tierra,Saturno
8f1c3724-cb0c-4381-9074-bb279f710741,1.65,0.65,7.81,Urano,Saturno,Tierra
c41ef275-0397-4c43-9e9a-48d35b762e66,1.18,0.41,14.04,Neptuno,Tierra,Saturno
7c472a46-0c0e-4d30-ad6c-704b9d2ce8b5,1.41,0.52,10.43,Neptuno,Tierra,Saturno
7c102dfb-4f2a-453b-befe-74219159ec02,2.22,0.57,13.67,Neptuno,Tierra,Saturno
2bd9b0a4-8184-427e-9ac2-c2991be81d5c,1.17,0.53,8.33,Urano,Saturno,Tierra
e36ed688-a135-4e5b-8bd5-7e27b79006fc,2.25,0.61,12.09,Neptuno,Tierra,Saturno
2022a9f1-8423-4445-9084-75324d2bcba4,2.41,0.6,13.39,Neptuno,Tierra,Saturno
fe17d0c9-0a69-458f-8eea-21967fc983b7,1.41,0.59,8.1,Urano,Saturno,Tierra
af859681-0024-4df1-9f94-2b511d681ff5,0.82,0.61,4.41,Marte,Urano,Saturno
c98d6a62-c66c-4f7c-ab3b-88041e5e95d9,2.11,0.5,16.88,Neptuno,Tierra,Saturno
c1cfe030-1fb9-4e6c-bc92-4064d5237513,1.68,0.67,7.48,Urano,Saturno,Tierra
985a44ba-b8d1-4223-83f8-bc2921ce1f3e,1.54,0.41,18.32,Júpiter,Neptuno,Tierra
5e8af271-143f-4fa9-9dce-79420c26d85c,2.03,0.66,9.32,Saturno,Tierra,Urano
68e15e0a-58e4-4144-9fb9-5be655d1e92a,2.1,0.47,19.01,Júpiter,Neptuno,Tierra
fad69727-09c1-4284-be70-df935a11403f,2.15,0.45,21.23,Júpiter,Neptuno,Tierra
dabee3ed-01e9-44f6-861b-96490d3450c2,1.55,0.61,8.33,Urano,Saturno,Tierra
660e58b7-80ba-46ae-bfb3-e4371a5dba81,1.08,0.53,7.69,Urano,Saturno,Tierra
c47ccc81-7c8b-4091-a1a9-f9bc9ac356b1,1.31,0.43,14.17,Neptuno,Tierra,Saturno
e2b7d2cd-635f-4135-bd8b-8e1bb18c2842,1.41,0.69,5.92,Marte,Urano,Saturno
025bb167-b10b-46c0-afc5-0b393a8cd6b7,2.44,0.49,20.32,Júpiter,Neptuno,Tierra
86e22b11-0630-4501-80d3-bba0f215758b,2.16,0.64,10.55,Neptuno,Tierra,Saturno
66971587-7a32-49f2-bf73-f25e6e17f8cf,1.84,0.61,9.89,Tierra,Saturno,Neptuno
f74f46fc-b2fc-46de-85af-ec606b74ed0b,1.71,0.6,9.5,Tierra,Saturno,Urano
ceb6d966-5447-4a83-a697-be7538c17c5c,2.2,0.67,9.8,Tierra,Saturno,Urano
aed1e246-3c5d-4cf8-9ef8-d5a4758f355c,0.81,0.65,3.83,Marte,Urano,Saturno
95cbef8b-75e9-439b-96bb-b5294e06d600,0.85,0.7,3.47,Marte,Urano,Saturno
9758c61f-6248-4f81-9683-7f525c348db4,1.67,0.57,10.28,Tierra,Neptuno,Saturno
5590109e-8410-4dd2-a503-184cd5a4dd5f,2.29,0.68,9.9,Tierra,Saturno,Neptuno
d7a10368-4cac-41cb-a05f-2acd65d9b94f,1.31,0.41,15.59,Neptuno,Tierra,Saturno
6370f78e-8e1d-4582-926d-1fd91636da67,1.01,0.51,7.77,Urano,Saturno,Tierra
11625f54-ab7a-4d0b-86d3-2593f0c16f52,1.05,0.58,6.24,Urano,Marte,Saturno
23261e7b-9981-4a2a-99c0-f21c9fd46191,2.03,0.46,19.19,Júpiter,Neptuno,Tierra
e2f7d185-3a31-4221-8efe-a0ba3979abc9,1.8,0.47,16.3,Neptuno,Tierra,Saturno
d6cc0b4d-459e-4f3d-acd2-213c8c1990e8,2.28,0.41,27.13,Júpiter,Neptuno,Tierra
28ece705-e5b8-4b31-a7e1-d01e845e8b0f,1.99,0.48,17.27,Neptuno,Tierra,Júpiter
305adac7-3ade-470f-a72a-121165dfedc0,1.76,0.41,20.94,Júpiter,Neptuno,Tierra
bf2a8f5a-33cc-4ca7-b759-42c8be1fce56,1.05,0.43,11.36,Neptuno,Tierra,Saturno
b36fe6e5-9c21-4c18-922a-9f8fb94f10db,1.36,0.69,5.71,Marte,Urano,Saturno
9827a779-5e10-41f3-adc2-fa1dc65cedb2,2.41,0.55,15.93,Neptuno,Tierra,Saturno
2ec01dbe-8911-4e96-b0f9-824df6d31050,2.13,0.62,11.08,Neptuno,Tierra,Saturno
f25bee18-a489-4c7f-a4bf-817eb9bb13d6,0.9,0.6,5.0,Marte,Urano,Saturno
879b6757-82f4-4336-bc62-ce141cb61873,1.95,0.56,12.44,Neptuno,Tierra,Saturno
34215d04-b7f5-4707-9fdd-cb09065d3665,1.8,0.53,12.82,Neptuno,Tierra,Saturno
0a8964bf-530a-47b3-935d-4ccaba9cccea,2.47,0.64,12.06,Neptuno,Tierra,Saturno
1c9b37ea-e59f-4e59-adef-889396e8a18f,2.21,0.46,20.89,Júpiter,Neptuno,Tierra
2149fa70-5106-4294-86c4-4abe9d6bef07,2.02,0.42,22.9,Júpiter,Neptuno,Tierra
139ff908-70b1-4860-8c59-52d52246c343,2.19,0.44,22.62,Júpiter,Neptuno,Tierra
080ab674-2ab4-4778-bd1e-a6ce1b9c6140,1.4,0.43,15.14,Neptuno,Tierra,Saturno
efee9a72-af2e-4e00-b4e1-3c80f1a88d68,2.07,0.65,9.8,Tierra,Saturno,Urano
cb035c65-d4df-4bf7-a820-36080475eff5,1.93,0.48,16.75,Neptuno,Tierra,Saturno
ad3ce2dc-81f4-40ac-bd17-f027fce8aa54,2.12,0.63,10.68,Neptuno,Tierra,Saturno
e1cc1cca-0202-496d-ad89-1350962a7c60,1.31,0.66,6.01,Marte,Urano,Saturno
233b3103-7726-45e7-b148-ad0f4b45f416,2.3,0.41,27.36,Júpiter,Neptuno,Tierra
759e6caf-e7b0-4454-a3be-54508f726993,0.81,0.65,3.83,Marte,Urano,Saturno
129bf4d5-2911-44ff-95a7-b25a664c4c30,2.22,0.49,18.49,Júpiter,Neptuno,Tierra
08c1127f-80fb-4358-914d-3e16931375e3,2.49,0.5,19.92,Júpiter,Neptuno,Tierra
55859fbb-8701-4db2-a5d8-b0d6d90ffe30,2.43,0.47,22.0,Júpiter,Neptuno,Tierra
58608b7a-1f4a-47d4-9297-316608dd8208,1.21,0.59,6.95,Urano,Saturno,Tierra
a08b9477-291f-4c51-b862-3b7308da8b8b,0.89,0.41,10.59,Neptuno,Tierra,Saturno
b2eef981-4947-415a-9c7b-12d42e7fecb6,1.04,0.5,8.32,Urano,Saturno,Tierra
a6473eb2-00c3-48b2-b6a5-0e2bdcfe4e67,2.38,0.59,13.67,Neptuno,Tierra,Saturno
d5f51cc2-9e1b-4bb7-8ffe-a202f9ba78e5,2.42,0.51,18.61,Júpiter,Neptuno,Tierra
9bb05b62-b448-4748-b720-08c2fddc806c,1.67,0.56,10.65,Neptuno,Tierra,Saturno
3e114b8c-bd77-42a1-81a5-817d6628e369,0.92,0.43,9.95,Tierra,Saturno,Neptuno
bf5c09c9-1263-425b-b84e-36b28c8d90dc,1.18,0.65,5.59,Marte,Urano,Saturno
811632c9-001b-4aac-8ca1-9160c3d87e09,2.33,0.47,21.1,Júpiter,Neptuno,Tierra
b7d5074a-6f19-4eab-a809-46de3ba9917d,1.82,0.53,12.96,Neptuno,Tierra,Saturno
9a4da204-3296-48b7-bc04-378b4c3f5f70,1.48,0.51,11.38,Neptuno,Tierra,Saturno
29422e9f-3331-4857-82d7-75fcdad42e6b,2.08,0.53,14.81,Neptuno,Tierra,Saturno
1f129f50-8088-402a-a1b1-27974156317d,2.4,0.64,11.72,Neptuno,Tierra,Saturno
6d6637fb-7792-409a-ba09-a73381a979a2,1.05,0.59,6.03,Marte,Urano,Saturno
d4476087-8679-4043-ab8d-0525dd5f8bca,1.37,0.56,8.74,Urano,Saturno,Tierra
a0063a90-e752-4029-b0e5-bc8d35b549d0,2.44,0.65,11.55,Neptuno,Tierra,Saturno
5ec4532c-caba-40e0-8b33-a3aba78f5efa,1.25,0.56,7.97,Urano,Saturno,Tierra
a72981a4-d7a8-41c2-a3da-6c499d4ee0ef,1.29,0.45,12.74,Neptuno,Tierra,Saturno
0a08897c-9352-4fe1-ac69-cf3da9da7425,1.82,0.51,13.99,Neptuno,Tierra,Saturno
ad9da47d-19f1-4c7b-91fd-e00116f0baa5,0.87,0.49,7.25,Urano,Saturno,Tierra
b7f00289-2c6b-4804-9058-3cf365818fda,1.01,0.41,12.02,Neptuno,Tierra,Saturno
a196d38f-b6a6-4439-a734-d1f7ba88c9ed,1.79,0.47,16.21,Neptuno,Tierra,Saturno
83ba98a2-834a-46ff-96f2-8c9d8c2de1eb,1.7,0.59,9.77,Tierra,Saturno,Urano
00f26f08-9368-4c71-8cfd-d067df10bb2f,1.05,0.68,4.54,Marte,Urano,Saturno
f83b19a2-80e0-43a1-94ca-0cef5504f920,1.77,0.67,7.89,Urano,Saturno,Tierra
7fe9b6ef-a0af-4b8e-86f5-e532a85c05ad,1.36,0.57,8.37,Urano,Saturno,Tierra
b538df01-7478-448b-accb-fc7fc4b05c9d,1.52,0.64,7.42,Urano,Saturno,Tierra
bfc56c69-da94-4b81-bbf2-57161a6446e0,1.31,0.56,8.35,Urano,Saturno,Tierra
7afe1f92-81db-43a1-b10d-e651da60896b,0.88,0.56,5.61,Marte,Urano,Saturno
a6a57be3-644c-472c-9830-1cf30c23bbc3,0.89,0.65,4.21,Marte,Urano,Saturno
82f8c982-ed2e-4629-b060-439f70224c3d,2.11,0.68,9.13,Saturno,Urano,Tierra
2db771a2-a22b-40d4-b225-9c1c86ffd224,1.13,0.66,5.19,Marte,Urano,Saturno
f06a5a91-5d67-4777-a520-0ed50515559f,2.44,0.61,13.11,Neptuno,Tierra,Saturno
8995c501-bc00-4432-a214-9ca7a7eeeef8,1.73,0.41,20.58,Júpiter,Neptuno,Tierra
9cbdf411-ae5f-4199-af90-c0f3ece7b52c,1.58,0.53,11.25,Neptuno,Tierra,Saturno
465f8c25-4e1a-46b6-ab01-4cd56b56c2a9,2.21,0.49,18.41,Júpiter,Neptuno,Tierra
5acfc0f6-34f2-4f25-b689-922e47cd21cc,1.82,0.66,8.36,Urano,Saturno,Tierra
240adb87-ac69-414b-89ca-db8d8786f247,1.06,0.68,4.58,Marte,Urano,Saturno
54c92485-856b-40d3-af30-96bdc3a563f8,1.48,0.54,10.15,Tierra,Neptuno,Saturno
748c813a-892c-451c-971a-62e5f3fd2c39,0.9,0.52,6.66,Urano,Saturno,Marte
68996fdd-eab1-440a-88bc-c8c34d2555ef,1.54,0.54,10.56,Neptuno,Tierra,Saturno
f53ad297-cf9f-41e6-af65-8550316d7c78,0.92,0.5,7.36,Urano,Saturno,Tierra
2365ba64-6b0b-477a-87ff-9f6f941164a1,0.89,0.56,5.68,Marte,Urano,Saturno
9e0cd0c7-b271-4bd3-b362-c73a9d519ccf,0.99,0.6,5.5,Marte,Urano,Saturno
44005968-60db-41f2-ad09-5651005d71a5,0.91,0.54,6.24,Urano,Marte,Saturno
7bff0fe3-6798-406b-8057-c0f2e89d7c3f,1.35,0.6,7.5,Urano,Saturno,Tierra
40926210-4610-4594-ae31-4a169b2cf436,1.75,0.65,8.28,Urano,Saturno,Tierra
963f9b08-24d0-48c3-a657-ace99699352c,2.36,0.65,11.17,Neptuno,Tierra,Saturno
1d40056d-93e0-4e8d-bdb0-26bc56a1aed0,0.94,0.6,5.22,Marte,Urano,Saturno
ec17c92c-187d-4f26-bdb8-589fd45a71ad,1.19,0.64,5.81,Marte,Urano,Saturno
f8a253f3-5564-436b-af3c-042aa670271c,1.99,0.46,18.81,Júpiter,Neptuno,Tierra
0f0a4ed6-2b9c-4f31-a7f4-d8269c1a765c,2.19,0.52,16.2,Neptuno,Tierra,Saturno
8b6f1fc6-49e7-4785-8765-e1fcb6d95780,1.18,0.52,8.73,Urano,Saturno,Tierra
8c650f87-599d-4e81-873b-8eecb9f4edff,1.36,0.66,6.24,Urano,Marte,Saturno
3a2e5fb7-8ad8-4f68-abd8-75a921b8cde1,0.92,0.59,5.29,Marte,Urano,Saturno
88af113d-c498-43a3-bf74-0c360574b4fb,1.1,0.42,12.47,Neptuno,Tierra,Saturno
57dbb98f-c55b-4e09-86a2-b1b340495937,2.12,0.49,17.66,Neptuno,Júpiter,Tierra
c9bfbbc5-7fed-4574-ac6f-ffac907963b9,2.14,0.51,16.46,Neptuno,Tierra,Saturno
3b6b486e-47a5-4854-9c41-49ee496d072c,1.76,0.6,9.78,Tierra,Saturno,Urano
a5fa7bcc-e146-4d3d-9285-08d951ce4dc1,1.27,0.44,13.12,Neptuno,Tierra,Saturno
035c7b58-ecd3-4430-8b27-3a4bc95cd3f0,1.35,0.47,12.22,Neptuno,Tierra,Saturno
5184e7c8-11c5-4f73-9478-4d7c1f62509f,1.52,0.53,10.82,Neptuno,Tierra,Saturno
be03bba5-4876-48d4-9a0d-20c4644e9603,2.02,0.46,19.09,Júpiter,Neptuno,Tierra
5b313599-2f2f-4f48-a4ac-8d610e34e5f1,2.08,0.61,11.18,Neptuno,Tierra,Saturno
7febece7-f3ba-462b-b983-baf804468c62,1.46,0.42,16.55,Neptuno,Tierra,Saturno
e3889fa2-eeed-4aa5-bdf8-bceb5f4be3ae,1.81,0.55,11.97,Neptuno,Tierra,Saturno
37ec52af-eb8a-46a1-bc75-16ccb19a42cf,1.81,0.55,11.97,Neptuno,Tierra,Saturno
4b743647-9a5d-4d5b-89ee-a0817efa7e81,2.26,0.55,14.94,Neptuno,Tierra,Saturno
8e7dfa8c-6937-4b87-93d0-5eb02973cf6e,2.32,0.58,13.79,Neptuno,Tierra,Saturno
cdfad3b9-293c-43e3-874f-a1b4746804dd,1.24,0.58,7.37,Urano,Saturno,Tierra
2ba368b4-3634-4b6c-8586-40753e700960,2.06,0.67,9.18,Saturno,Urano,Tierra
e42c16c4-dd99-4ff6-a37f-78a3a71d14c7,1.46,0.42,16.55,Neptuno,Tierra,Saturno
1de5ef59-b735-4b2d-ac79-446a1da3de43,2.04,0.49,16.99,Neptuno,Tierra,Júpiter
8fbba619-0711-4cdb-891b-d7f789be2df7,1.43,0.56,9.12,Saturno,Urano,Tierra
01654555-08cd-4f3b-b49f-a35e14cacbd0,1.15,0.53,8.19,Urano,Saturno,Tierra
9e41a0a2-fa45-46b0-b6f2-8daadf28ad7a,1.96,0.65,9.28,Saturno,Tierra,Urano
d53b085b-ca7d-45a1-9db1-569e8490ea92,2.3,0.66,10.56,Neptuno,Tierra,Saturno
5b27c4c4-dc7c-4317-811f-3a9f194a7adf,1.94,0.42,22.0,Júpiter,Neptuno,Tierra
128c2e8d-f77d-45c6-8f0a-2fe47e6809a4,1.62,0.48,14.06,Neptuno,Tierra,Saturno
8c242706-cc3f-4c11-bedd-b9085a41997d,1.86,0.62,9.68,Tierra,Saturno,Urano
44238df5-b3df-474f-94c7-701c4e267945,1.22,0.55,8.07,Urano,Saturno,Tierra
2f5eb12d-147e-480b-be3c-a19ab1360309,2.21,0.59,12.7,Neptuno,Tierra,Saturno
9540743a-7437-4b40-a7f6-c93d519a1902,2.44,0.57,15.02,Neptuno,Tierra,Saturno
41b5883c-51a1-4cee-8800-e292a5d525a4,0.83,0.46,7.84,Urano,Saturno,Tierra
e6bc347a-df0c-43e2-899a-6624b3c2192d,0.92,0.41,10.95,Neptuno,Tierra,Saturno
8d60ebfd-6277-43a5-85e0-d4baed8c235c,1.33,0.64,6.49,Urano,Saturno,Marte
af077a69-f06f-4972-863c-ea79b6804fcf,2.1,0.67,9.36,Saturno,Tierra,Urano
03aebd21-0471-438e-a97d-7cd0c752d48a,2.01,0.69,8.44,Urano,Saturno,Tierra
2b30675b-a263-448b-8f76-238cbd13c764,1.0,0.58,5.95,Marte,Urano,Saturno
53c1e03a-e7a1-44fe-be51-fc91971fd69a,1.86,0.63,9.37,Saturno,Tierra,Urano
0475a045-bdce-4b0d-8044-0813a2e81a06,1.2,0.48,10.42,Neptuno,Tierra,Saturno
