ID,Longitud (m),Tiempo (s),g_calculado (m/s²),Planeta más probable,2do más probable,3ro más probable
166ed229-597a-4476-82cb-0dac57ff3aa3,2.2,0.62,11.45,Neptuno,Tierra,Saturno
7636cb02-0cfa-42b5-a7ce-5afc57c73003,1.0,0.52,7.4,Urano,Saturno,Tierra
70e3e65c-832f-4ec0-8db6-539755fa70ba,2.41,0.55,15.93,Neptuno,Tierra,Saturno
77a9235d-bef4-42ab-9c18-bb96a66bffe9,1.78,0.4,22.25,Júpiter,Neptuno,Tierra
dda080b1-9850-4a2b-bd48-947e5de36245,1.25,0.47,11.32,Neptuno,Tierra,Saturno
484f5740-5fd1-4635-a804-7a3a9e2e1056,1.82,0.44,18.8,Júpiter,Neptuno,Tierra
62713063-e63d-42e6-94f2-0e99f63e1d88,1.02,0.59,5.86,Marte,Urano,Saturno
ba53fd83-8958-46e8-b6ae-c8638046708d,1.9,0.55,12.56,Neptuno,Tierra,Saturno
93f9ef25-efe1-4458-a4f1-dd85d951098d,0.95,0.45,9.38,Saturno,Tierra,Urano
7990c7d8-f59f-4857-b164-a715b8180dcb,2.18,0.54,14.95,Neptuno,Tierra,Saturno
38c1abb3-588b-47e3-ba78-dfb07d160c12,2.35,0.57,14.47,Neptuno,Tierra,Saturno
f63d2742-1392-4e67-9825-1e8b68250073,1.74,0.46,16.45,Neptuno,Tierra,Saturno
9518c892-6cd5-43ab-b9c0-04f7a279ebb9,1.73,0.56,11.03,Neptuno,Tierra,Saturno
bace8080-db28-4b43-94ac-4b52718850e8,2.02,0.51,15.53,Neptuno,Tierra,Saturno
17ad53b5-403c-4af0-936e-0481ae4dd8f2,1.31,0.68,5.67,Marte,Urano,Saturno
26aec928-2616-4e66-a25e-f8b70402dc48,2.24,0.56,14.29,Neptuno,Tierra,Saturno
5a887cad-b968-4d34-ac85-7ac9cfe688a4,2.18,0.68,9.43,Tierra,Saturno,Urano
af86d02a-b9fa-4050-b7e4-f5ecf13686bc,1.91,0.43,20.66,Júpiter,Neptuno,Tierra
642ffdc3-e0b1-4d15-ac1f-58e5efdc925d,2.43,0.44,25.1,Júpiter,Neptuno,Tierra
596e865d-d5e9-4bd7-8b20-e4c71ecc7e90,1.21,0.45,11.95,Neptuno,Tierra,Saturno
f317ec83-dc54-4949-9381-f04c9307e88c,1.97,0.66,9.04,Saturno,Urano,Tierra
065b7107-6996-414f-84e8-e817cfa3352a,1.99,0.51,15.3,Neptuno,Tierra,Saturno
fb3894a1-4a7c-47f7-bc9e-cb8d8acf3331,1.28,0.66,5.88,Marte,Urano,Saturno
de3abf79-d510-4be4-a47e-593c5a37ed8d,2.03,0.57,12.5,Neptuno,Tierra,Saturno
8587bd18-e6ea-4854-ac98-9692c0b75558,1.85,0.69,7.77,Urano,Saturno,Tierra
90fa0399-5d78-49b6-8755-eb019c7f0700,0.92,0.55,6.08,Marte,Urano,Saturno
fc0f51c5-9ef4-4b0a-b4d9-af43d6487705,0.84,0.47,7.61,Urano,Saturno,Tierra
ff2b505d-ad0a-4b45-b5cb-4d0557ebbdb0,2.27,0.57,13.97,Neptuno,Tierra,Saturno
69413af3-aeff-4f10-be35-ec4256cf29ea,1.53,0.67,6.82,Urano,Saturno,Tierra
cf76cb4a-f3ff-46ad-ae3d-04fa08a07ad6,2.18,0.53,15.52,Neptuno,Tierra,Saturno
9245d8ef-01e7-43dd-a80c-fb360089b065,2.39,0.64,11.67,Neptuno,Tierra,Saturno
27e60ea7-ad71-4364-a7fe-da2ba3eb41d0,1.59,0.51,12.23,Neptuno,Tierra,Saturno
845b9084-c859-4aac-bfd3-9b502268e9c0,1.82,0.57,11.2,Neptuno,Tierra,Saturno
0d030d7b-3d74-4056-a078-fcca9795ff34,1.4,0.61,7.52,Urano,Saturno,Tierra
81d3f1c1-f516-4e76-b1d0-a7b51d710401,1.15,0.57,7.08,Urano,Saturno,Tierra
989a5eb5-1777-4857-b88e-ea4ad7015fde,1.05,0.56,6.7,Urano,Saturno,Marte
1dfa8aff-9646-4ef0-a3c3-33d9ec23cfd1,0.83,0.54,5.69,Marte,Urano,Saturno
d59208c6-3056-4fc0-a270-85bd8948a610,1.84,0.46,17.39,Neptuno,Júpiter,Tierra
305225ea-58a6-478c-89e4-a67be24b6cfb,1.68,0.4,21.0,Júpiter,Neptuno,Tierra
59fed3c1-0745-4e79-b4a8-97f97ad9fe0d,1.43,0.57,8.8,Urano,Saturno,Tierra
0c22ca9f-093c-440e-890e-fd7ceb5e18e9,1.28,0.7,5.22,Marte,Urano,Saturno
12f517e3-6c3f-4f1a-b276-8ef5d27c88cc,2.44,0.69,10.25,Tierra,Neptuno,Saturno
76be7aaf-2110-49cc-8fbf-df631d4576c5,0.89,0.47,8.06,Urano,Saturno,Tierra
8aea3948-d3a3-43f6-a2bc-5a1040fb0fd6,1.57,0.5,12.56,Neptuno,Tierra,Saturno
55c63857-b816-4bc0-87e1-581dfaf839af,0.96,0.46,9.07,Saturno,Urano,Tierra
9bd871de-14c6-4620-a60b-cfe07a55cf14,1.75,0.45,17.28,Neptuno,Tierra,Júpiter
975f3c46-78de-49ba-9f73-3278ede60a11,2.24,0.53,15.95,Neptuno,Tierra,Saturno
b5653e7a-d9ca-489a-8be1-30e35901ce22,1.45,0.49,12.08,Neptuno,Tierra,Saturno
aed987eb-5e40-4a02-b3d1-34ce5bdd0dd2,2.25,0.4,28.12,Júpiter,Neptuno,Tierra
484a386c-934f-40a2-b9ea-32aaf1c18130,1.77,0.6,9.83,Tierra,Saturno,Urano
45000104-9a46-4af9-b107-895650a5685c,2.24,0.58,13.32,Neptuno,Tierra,Saturno
5863c8c2-ee7d-4af7-a1fc-55e2c560fb5a,1.08,0.44,11.16,Neptuno,Tierra,Saturno
d4ebfe29-a764-4cab-a0c1-4c841d48ccb4,1.97,0.42,22.34,Júpiter,Neptuno,Tierra
c26797c5-1622-4e2e-8ceb-1318399b3419,1.21,0.58,7.19,Urano,Saturno,Tierra
806bda0c-3b4a-4006-b046-da928df8a3c6,2.03,0.6,11.28,Neptuno,Tierra,Saturno
8cf98e4d-18e9-46c6-b3b4-afb59a965063,2.4,0.52,17.75,Neptuno,Júpiter,Tierra
03ce3973-769f-4039-bc12-2bf896116ee3,0.86,0.43,9.3,Saturno,Tierra,Urano
6b300063-75ee-4bd5-905d-1400e5bf931d,1.32,0.54,9.05,Saturno,Urano,Tierra
4a9490e8-23cb-4f2e-af23-45e373619424,1.73,0.67,7.71,Urano,Saturno,Tierra
46596d3a-b097-41d5-8845-dd6386d94a58,1.2,0.66,5.51,Marte,Urano,Saturno
8de65d13-33e2-4440-9082-5b97cf2378d5,2.33,0.68,10.08,Tierra,Neptuno,Saturno
49e1f4b8-4062-4ed2-a432-2050f59ae747,1.8,0.53,12.82,Neptuno,Tierra,Saturno
14f61f81-6d43-4588-abe7-e8b2df0ccd08,1.96,0.55,12.96,Neptuno,Tierra,Saturno
51bc2c4c-7291-4646-a62a-21e7cc908028,1.37,0.43,14.82,Neptuno,Tierra,Saturno
c78d941c-3696-4752-a467-be3c25479fff,0.89,0.46,8.41,Urano,Saturno,Tierra
4dfadbca-f2f9-4a79-ba2a-a9c174b90715,2.01,0.46,19.0,Júpiter,Neptuno,Tierra
f2638d8f-5ade-4a7c-951f-226a6f4f0b4d,1.39,0.61,7.47,Urano,Saturno,Tierra
215b79a3-5550-4648-ba6b-defc7ec039c6,1.81,0.46,17.11,Neptuno,Tierra,Júpiter
e7bab6e9-0651-4f62-a89e-5559d86429c8,1.89,0.61,10.16,Tierra,Neptuno,Saturno
76cbe4d9-db00-4a29-a020-5da6101a7acb,1.09,0.49,9.08,Saturno,Urano,Tierra
81d9bcca-2f9b-49c4-ad9b-2975b2806448,2.23,0.45,22.02,Júpiter,Neptuno,Tierra
12dd88b7-e983-4e6a-a0d5-7ea3cbfdc4e3,2.05,0.56,13.07,Neptuno,Tierra,Saturno
bf80c594-985f-4a23-be9e-7f60eb388c9a,1.53,0.5,12.24,Neptuno,Tierra,Saturno
baebc590-34dc-4b29-81c5-ce66b8a96acc,1.91,0.59,10.97,Neptuno,Tierra,Saturno
a44d3adc-029f-4c93-aa2c-c859d81e3876,1.04,0.59,5.98,Marte,Urano,Saturno
43b77bb9-7200-403a-8d40-e58c2c6cc3c3,2.06,0.56,13.14,Neptuno,Tierra,Saturno
b0273143-267c-4892-bbeb-ea776c00baf9,1.32,0.53,9.4,Tierra,Saturno,Urano
7ee9d42e-6a73-48b9-8f05-71533c8ceede,2.05,0.67,9.13,Saturno,Urano,Tierra
5276c44e-847d-4c71-94e7-ce892a5fc198,1.92,0.6,10.67,Neptuno,Tierra,Saturno
96fb69ea-8efd-4ab9-b4a8-82aa8f72d2e5,0.91,0.55,6.02,Marte,Urano,Saturno
4629a909-c061-4f91-bf85-33b4fa99797d,2.38,0.58,14.15,Neptuno,Tierra,Saturno
53851d57-0781-4ab8-89b6-13f28978acbe,2.15,0.65,10.18,Tierra,Neptuno,Saturno
b5bca505-860d-4b26-b1b3-0ad15017fa10,2.27,0.59,13.04,Neptuno,Tierra,Saturno
8f072bcf-ee81-420d-9caf-6c35a60c60ef,2.5,0.66,11.48,Neptuno,Tierra,Saturno
553ace31-662b-4228-a643-666c2bba737f,1.15,0.42,13.04,Neptuno,Tierra,Saturno
40edd482-110b-43d7-b359-6351b5cf8acc,0.93,0.47,8.42,Urano,Saturno,Tierra
9efb9049-ab33-4892-838b-f30e7c618da3,1.87,0.47,16.93,Neptuno,Tierra,Júpiter
b9a24795-e8f0-4686-a5b1-862bb2f8ce51,2.15,0.55,14.21,Neptuno,Tierra,Saturno
ddc9487f-e004-41b5-b0f7-d159e12d2cd4,1.59,0.49,13.24,Neptuno,Tierra,Saturno
a7ef3265-0c0d-41ee-a186-a7cbcce7fab4,2.47,0.41,29.39,Júpiter,Neptuno,Tierra
7d6b80db-8d85-421c-bda0-81c7e405acf2,2.18,0.47,19.74,Júpiter,Neptuno,Tierra
799d7078-cfc5-4bee-bee8-b647d0d429fa,0.94,0.52,6.95,Urano,Saturno,Tierra
38775227-fb15-45d3-ad88-dd705e0dc790,1.13,0.64,5.52,Marte,Urano,Saturno
d4b13abb-c877-449b-8e84-c1a293857bb4,2.27,0.45,22.42,Júpiter,Neptuno,Tierra
c3c7056e-4da1-44fb-b910-6c63748023b8,1.04,0.47,9.42,Tierra,Saturno,Urano
fb222213-6c02-4878-a6ad-ee74f7aaefea,1.18,0.67,5.26,Marte,Urano,Saturno
883ab4af-371f-4236-ac84-48798ef8c0ba,1.57,0.46,14.84,Neptuno,Tierra,Saturno
65751c94-72f0-44c3-9352-c50ed3bc4c31,0.93,0.5,7.44,Urano,Saturno,Tierra
c71e053d-4202-4435-8f5d-7eee8b4bb20f,0.83,0.48,7.2,Urano,Saturno,Tierra
ae800385-18c0-4406-8a87-92fabbe7c4b6,2.23,0.61,11.99,Neptuno,Tierra,Saturno
de01c429-e516-41b8-9ca2-fab646813a16,2.35,0.43,25.42,Júpiter,Neptuno,Tierra
2bacda6e-0452-45bb-a21f-8b87a20368f8,1.39,0.56,8.86,Saturno,Urano,Tierra
144344ca-8f77-4aea-aaf3-710051b58f0c,2.05,0.58,12.19,Neptuno,Tierra,Saturno
bce3e67f-80d7-4a36-ab97-602e8a625661,1.93,0.56,12.31,Neptuno,Tierra,Saturno
9212d00b-45d1-48b9-ab1c-e6da492b007c,1.79,0.54,12.28,Neptuno,Tierra,Saturno
548f96c7-9c81-4183-b90b-e30c6bfc4bd0,1.6,0.53,11.39,Neptuno,Tierra,Saturno
1ab94f4a-a892-4dac-9bac-bde9ef27c5a8,1.42,0.46,13.42,Neptuno,Tierra,Saturno
353d176e-d754-4c9e-8c86-2b251d377cb2,1.02,0.51,7.84,Urano,Saturno,Tierra
fc63cb28-d455-4930-9677-53554ff24959,0.84,0.64,4.1,Marte,Urano,Saturno
9f6209a7-141d-42ad-8d01-f6fb121e5795,1.75,0.7,7.14,Urano,Saturno,Tierra
26d18bb3-bb17-4825-98f9-7f7845fd1ad2,1.49,0.48,12.93,Neptuno,Tierra,Saturno
8a4149bd-c758-4082-8025-41e0da4b4aaf,2.34,0.6,13.0,Neptuno,Tierra,Saturno
2bbe43b8-7980-41a5-a5a3-510c75a5bfaf,2.22,0.64,10.84,Neptuno,Tierra,Saturno
c2d2acb3-d6f2-4528-8b48-b761588bd425,2.27,0.51,17.45,Neptuno,Júpiter,Tierra
b0d24d74-9058-407d-bf57-7e01ad03c0e4,1.17,0.6,6.5,Urano,Saturno,Marte
98432641-a957-45d4-8ae1-70e014680d80,1.13,0.46,10.68,Neptuno,Tierra,Saturno
7fa4f297-39a4-4cc4-adcf-647f2686ada8,1.65,0.69,6.93,Urano,Saturno,Tierra
0cc46fc1-df4b-43f6-80bf-31b4dfbbc953,1.88,0.57,11.57,Neptuno,Tierra,Saturno
7e14af1f-05fc-439e-8b93-f565e72ef422,1.48,0.66,6.8,Urano,Saturno,Tierra
6619c0fd-c900-4d7b-8c2a-292da626abce,2.38,0.49,19.83,Júpiter,Neptuno,Tierra
48664822-0a92-4270-9903-1d33efa98a95,0.98,0.54,6.72,Urano,Saturno,Marte
f3ca0413-1a72-477d-a24c-b44f4bd5cdf9,1.91,0.49,15.91,Neptuno,Tierra,Saturno
778a0624-99a1-43f3-a95d-51f1edb386b0,1.66,0.46,15.69,Neptuno,Tierra,Saturno
a84754ad-efd6-4b3d-9893-9025e4e20ed5,1.95,0.65,9.23,Saturno,Urano,Tierra
afecbba3-1d92-4ae3-b1f6-35da4d9b5fec,1.85,0.55,12.23,Neptuno,Tierra,Saturno
f28994b0-c734-4d96-ade0-9ce51fd37114,2.33,0.59,13.39,Neptuno,Tierra,Saturno
4527a713-e328-4d1d-ae38-94a89b02b497,0.91,0.61,4.89,Marte,Urano,Saturno
b2d8a190-46c0-4764-9e33-b4642f0090ee,1.92,0.47,17.38,Neptuno,Júpiter,Tierra
ab507e2c-2436-427f-a632-69ecdd631696,2.01,0.52,14.87,Neptuno,Tierra,Saturno
063a9b4d-8e6c-44a9-9e89-0b4ed9be5089,1.91,0.58,11.36,Neptuno,Tierra,Saturno
b54e72ff-d957-4763-91ef-bea47b840f03,2.02,0.53,14.38,Neptuno,Tierra,Saturno
e07fce15-0a6e-4015-b438-1a8b2aab8c0c,0.93,0.5,7.44,Urano,Saturno,Tierra
f004ced7-4fb8-48d0-97cf-193bebff53fb,2.3,0.48,19.97,Júpiter,Neptuno,Tierra
10be3e6f-c608-4756-a8be-213799e112e1,2.17,0.67,9.67,Tierra,Saturno,Urano
4e72f9c0-8089-48f3-930d-c2953a4877bf,1.73,0.7,7.06,Urano,Saturno,Tierra
64f119bf-8465-4deb-a3f9-0ef6e1cd839b,2.05,0.44,21.18,Júpiter,Neptuno,Tierra
88bfde19-1ce0-4348-91a2-a16c1136ba5e,1.97,0.62,10.25,Tierra,Neptuno,Saturno
7133f899-a33e-4dc0-92ed-1c57ad6f7b1f,1.35,0.47,12.22,Neptuno,Tierra,Saturno
7fcf4db9-d88e-475a-94b6-521b8b1fd093,1.46,0.62,7.6,Urano,Saturno,Tierra
2592556b-5b03-4ea3-bb66-a1f092b719e0,1.85,0.64,9.03,Saturno,Urano,Tierra
530d1daf-8392-41c3-86aa-b0bb18730de4,0.93,0.62,4.84,Marte,Urano,Saturno
71564967-cc41-4b17-a1a1-6ae303e9b48b,1.04,0.45,10.27,Tierra,Neptuno,Saturno
1f7818e6-07a1-4e5b-a4a4-220557ecf735,0.93,0.46,8.79,Urano,Saturno,Tierra
b29b4b5f-f396-45f4-9e49-043328c26c6a,2.19,0.56,13.97,Neptuno,Tierra,Saturno
fa9f4b5f-4f64-42b6-9e1b-4b5096a84eaa,1.01,0.4,12.62,Neptuno,Tierra,Saturno
76a186d3-7297-472a-bf53-c9ed3a173a7b,1.34,0.42,15.19,Neptuno,Tierra,Saturno
435cddec-aff5-48f0-95dc-a92b8e62bccd,2.39,0.5,19.12,Júpiter,Neptuno,Tierra
f75db67e-385f-45a1-b3d7-72a096419e00,2.39,0.59,13.73,Neptuno,Tierra,Saturno
89d0d1da-6211-40bd-9515-9cab011077e0,1.05,0.54,7.2,Urano,Saturno,Tierra
acf7b500-3d51-4d30-bbd4-1dd5f4e311ea,0.85,0.55,5.62,Marte,Urano,Saturno
8f3f5f41-f46d-4ade-b5d6-e569e11725aa,1.93,0.64,9.42,Tierra,Saturno,Urano
4663ab69-b9f7-484d-a82f-ed868b9fb3fa,1.07,0.5,8.56,Urano,Saturno,Tierra
c08b52ce-2c1d-40c3-b058-80e1b7c7fc62,0.86,0.65,4.07,Marte,Urano,Saturno
0d1c1737-b264-48d1-a2ef-a925cf8c73de,2.47,0.51,18.99,Júpiter,Neptuno,Tierra
27be6d2f-554e-4c0a-a431-f059506432ec,1.58,0.58,9.39,Saturno,Tierra,Urano
a1970084-d4da-4616-b901-8e19cdcda294,1.48,0.54,10.15,Tierra,Neptuno,Saturno
8c96e6ea-547b-4a62-8d5a-353d99255d1d,0.9,0.68,3.89,Marte,Urano,Saturno
7a571d0f-a7cb-40dc-bc1c-fab6058c9cba,2.36,0.4,29.5,Júpiter,Neptuno,Tierra
8e646f01-126e-402c-8e3f-c0e59cbf559b,1.57,0.51,12.07,Neptuno,Tierra,Saturno
4b1eb1e0-0c6f-4513-b452-df2811e13d8c,2.08,0.52,15.38,Neptuno,Tierra,Saturno
309950be-2737-4f26-a037-949887184f9b,2.32,0.44,23.97,Júpiter,Neptuno,Tierra
21a5bdcc-dff1-451a-be8e-7b87dfc51a78,1.54,0.65,7.29,Urano,Saturno,Tierra
fba9cdc5-65d0-432f-9a95-2df236d1b468,0.91,0.57,5.6,Marte,Urano,Saturno
95b9953d-a775-4c72-bb5b-e681b6ec7914,1.94,0.5,15.52,Neptuno,Tierra,Saturno
e4df2334-c497-4a29-a731-721e3375178c,0.96,0.63,4.84,Marte,Urano,Saturno
fbd7c4c5-66ac-4c45-9f26-fd747fee6d95,2.06,0.64,10.06,Tierra,Neptuno,Saturno
84366e54-91d5-4d42-88d0-dd3ee3d32111,2.29,0.66,10.51,Neptuno,Tierra,Saturno
af16dfab-fe73-44f4-97a3-dbc00291c523,1.07,0.49,8.91,Saturno,Urano,Tierra
8f0387c3-a5ca-41b5-92e2-b96ad9ae6301,1.58,0.44,16.32,Neptuno,Tierra,Saturno
e88579d6-52b8-4369-9089-482adef36ca4,1.46,0.64,7.13,Urano,Saturno,Tierra
6f2f1b82-1351-467c-991c-0325eca44f7e,0.99,0.58,5.89,Marte,Urano,Saturno
3cb3fa11-a45d-48d6-ba9b-89fc7d57f3d8,1.07,0.63,5.39,Marte,Urano,Saturno
76042df9-af4c-4f45-a605-5b7eca1c4562,2.38,0.41,28.32,Júpiter,Neptuno,Tierra
bb983947-f122-495a-b3ba-e8d4cc85c02e,2.48,0.64,12.11,Neptuno,Tierra,Saturno
b89562d4-82cc-4b6e-a8a0-759921cf35d0,0.92,0.41,10.95,Neptuno,Tierra,Saturno
b60678a0-fdd5-4325-b91b-cab16df56b72,1.87,0.67,8.33,Urano,Saturno,Tierra
ae1ffc50-c463-41c0-ac1d-d61214743125,1.11,0.44,11.47,Neptuno,Tierra,Saturno
2b4a3d9f-ab68-49a0-bd14-efcd49cbd19e,2.26,0.5,18.08,Júpiter,Neptuno,Tierra
408dc536-ca2d-469d-a7c3-6fec68541155,1.38,0.58,8.2,Urano,Saturno,Tierra
8bab0fb4-79c7-4945-b023-46c352a277df,1.87,0.53,13.31,Neptuno,Tierra,Saturno
1b79ff9b-a13a-448e-a74a-d86d33c0a92b,1.81,0.45,17.88,Neptuno,Júpiter,Tierra
de1db0a5-f5ef-4279-81ab-07d03cc40bb5,1.8,0.67,8.02,Urano,Saturno,Tierra
a21d7e75-0a6d-4c6a-8601-0e40adb1408b,1.54,0.61,8.28,Urano,Saturno,Tierra
296eee50-edda-4a6e-8bcb-ebaffe100d59,1.83,0.62,9.52,Tierra,Saturno,Urano
5b5436e4-3687-4d5f-a5c9-b97807780a11,1.31,0.5,10.48,Neptuno,Tierra,Saturno
e7146389-503c-497c-9b3f-b414133bae54,1.28,0.51,9.84,Tierra,Saturno,Urano
42a3fd5f-8867-4b65-ad26-54a9e33dccb0,1.34,0.47,12.13,Neptuno,Tierra,Saturno
64746edf-26e7-4573-95e9-1450b9958850,1.46,0.53,10.4,Tierra,Neptuno,Saturno
92bc61ca-0c86-4962-8893-b53e2340fc07,1.55,0.68,6.7,Urano,Saturno,Marte
6c4cdb64-b253-459f-82d7-698751f657df,2.13,0.59,12.24,Neptuno,Tierra,Saturno
f50021ab-9c5d-4d84-b7f0-c338f35c2a6f,1.28,0.43,13.85,Neptuno,Tierra,Saturno
92487156-735e-4b4b-804f-fbcecb7563b6,0.82,0.43,8.87,Saturno,Urano,Tierra
716525a2-0d86-4562-896b-de11961d1b12,1.97,0.56,12.56,Neptuno,Tierra,Saturno
13cac6c2-df8c-4d84-95d1-40e7493f6cd2,1.66,0.56,10.59,Neptuno,Tierra,Saturno
93b0ff6c-b372-443f-acd4-f7a8d3e093dc,2.2,0.43,23.8,Júpiter,Neptuno,Tierra
8742d54b-a5f5-4468-82a9-8b4e4933f19a,2.15,0.65,10.18,Tierra,Neptuno,Saturno
d9ac8233-fec3-47fd-ae32-f5c628069f77,2.11,0.42,23.92,Júpiter,Neptuno,Tierra
b46644a2-9ca5-4723-9a9f-9583b7ae0087,1.13,0.41,13.44,Neptuno,Tierra,Saturno
e3bcf89c-b599-4bd4-9966-e3d3aff5b630,0.95,0.53,6.76,Urano,Saturno,Tierra
61a219fa-cd64-4851-83b5-6151798701d2,1.17,0.61,6.29,Urano,Marte,Saturno
e6052f48-66b3-4146-9a1c-4c342882fc33,1.26,0.58,7.49,Urano,Saturno,Tierra
06fba0bd-2afc-499a-aa83-3e07f3ee939c,1.54,0.41,18.32,Júpiter,Neptuno,Tierra
0107beec-5ba0-451b-94e6-5179985b33fd,1.73,0.69,7.27,Urano,Saturno,Tierra
332b86c1-2cbe-4745-a92d-b37b417831cf,1.53,0.57,9.42,Tierra,Saturno,Urano
8adadbb2-ca91-4f2a-9086-c0975671d354,2.27,0.51,17.45,Neptuno,Júpiter,Tierra
ceb69c05-bf32-44dd-ae1a-95c730c14aff,2.21,0.45,21.83,Júpiter,Neptuno,Tierra
c6dd49d9-0476-4602-abd8-c6a6d0357d2f,1.86,0.41,22.13,Júpiter,Neptuno,Tierra
86ef799c-0157-427f-9fd4-55cd1e178417,2.47,0.51,18.99,Júpiter,Neptuno,Tierra
ebdd4b9b-7367-4228-bf8e-aaa3246271cf,2.06,0.47,18.65,Júpiter,Neptuno,Tierra
8a6c0efa-2d82-4a6b-96d7-ea225a72cfb3,0.83,0.6,4.61,Marte,Urano,Saturno
e459c049-42de-4c4c-9ee9-8cd1db8b39b4,2.02,0.59,11.61,Neptuno,Tierra,Saturno
b98663f5-282b-41fa-841f-4d203dc7db88,1.53,0.59,8.79,Urano,Saturno,Tierra
978b4246-3255-4dfd-9a4a-66fdae2269e6,1.28,0.57,7.88,Urano,Saturno,Tierra
cebc8241-57f2-41ed-aa7d-3f349229bf2a,1.48,0.62,7.7,Urano,Saturno,Tierra
152f6ec1-edb3-4dd9-8f8b-6c2275474735,0.91,0.63,4.59,Marte,Urano,Saturno
c4f7c807-c9fc-4cf8-b2bb-92e1466b49c9,1.08,0.62,5.62,Marte,Urano,Saturno
2a772190-4837-469f-bba7-f5f4037b7db0,1.65,0.57,10.16,Tierra,Neptuno,Saturno
cf8ea686-c069-4fe2-bf43-5397e23620ff,1.28,0.41,15.23,Neptuno,Tierra,Saturno
fbb09fb6-d6f6-450f-8b49-2e11639dad26,2.07,0.53,14.74,Neptuno,Tierra,Saturno
209ebe5f-d925-41b7-97d2-e25ec5132765,1.88,0.48,16.32,Neptuno,Tierra,Saturno
4d7fa9d3-043a-4e62-805e-004a50d97eb3,1.99,0.68,8.61,Urano,Saturno,Tierra
ceb4ec0c-2f3a-4dde-8b1d-d621454b94ac,2.34,0.67,10.43,Neptuno,Tierra,Saturno
b669ef8d-7e13-48ff-9211-afcfe1afd549,1.04,0.41,12.37,Neptuno,Tierra,Saturno
8685bf8e-5ab9-4904-aed7-a345e18bf392,1.69,0.43,18.28,Júpiter,Neptuno,Tierra
ef8f95e6-ff38-4de3-908b-e8f848a47b77,1.86,0.5,14.88,Neptuno,Tierra,Saturno
4d99540a-2c1b-4e39-a8df-f98d15041e8d,2.11,0.43,22.82,Júpiter,Neptuno,Tierra
f9f8616e-52e9-415a-85bd-7f39da072209,0.91,0.44,9.4,Tierra,Saturno,Urano
8eee811c-306b-4a53-bc68-c737dc1b8caf,0.88,0.41,10.47,Neptuno,Tierra,Saturno
60b62172-c8db-4a78-aacd-e068ca2d9472,2.18,0.45,21.53,Júpiter,Neptuno,Tierra
ea14f2f2-078b-4c8f-87c0-b6a0301f617a,1.79,0.66,8.22,Urano,Saturno,Tierra
d0688c9c-fb40-441f-847d-4a5eff7f7345,1.52,0.43,16.44,Neptuno,Tierra,Saturno
2af1760f-914e-4d41-a1ba-716eb905379e,1.12,0.61,6.02,Marte,Urano,Saturno
ec2f228d-7b40-409d-88e2-5faea3e0c240,1.47,0.61,7.9,Urano,Saturno,Tierra
05989384-1af3-44e8-a1e3-d8f2fe64820c,1.46,0.46,13.8,Neptuno,Tierra,Saturno
00411f8c-a532-47e1-9435-89401b7eb2c6,1.99,0.61,10.7,Neptuno,Tierra,Saturno
029294fe-466f-47a4-bd30-e6590e85727d,1.71,0.62,8.9,Saturno,Urano,Tierra
04f90edc-cf62-474e-b5f5-2dcd81fed9de,2.36,0.61,12.68,Neptuno,Tierra,Saturno
8a68f454-06cc-41ad-b243-e4b51f749b6d,2.07,0.58,12.31,Neptuno,Tierra,Saturno
7d33dc54-3736-4313-8a45-6cc888dfbb93,2.32,0.45,22.91,Júpiter,Neptuno,Tierra
7aec81a7-daca-408e-b9b9-4840cf1e0941,1.89,0.64,9.23,Saturno,Urano,Tierra
0dc543e8-7b1c-4ab3-a53d-4d0692d2d25e,0.99,0.48,8.59,Urano,Saturno,Tierra
d0d08e7a-13a1-4f8c-9cb7-0959691e644e,1.32,0.47,11.95,Neptuno,Tierra,Saturno
518f5de2-763b-44b0-9e70-be4069ecf51f,2.25,0.44,23.24,Júpiter,Neptuno,Tierra
db661f63-c052-4114-86de-e75ffc85fea2,1.2,0.48,10.42,Neptuno,Tierra,Saturno
30a85d7b-d804-4a4c-aafa-cfae69298cd2,2.26,0.41,26.89,Júpiter,Neptuno,Tierra
